Folder	File	Sheet	Row	Column	Value	Annotation	header1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	17	sample holder	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	18	sample shape and size	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	19	sample preparation	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	20	further treatments/notes	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	21	"em model, electron beam and em chamber operating conditions"	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	21	em producer and  model	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	22	source	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	23	vacuum in the em chamber	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	24	electron beam accelerating voltage	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	25	spot size (nm)	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	26	final aperture diameter (mm)	method and instrument information	"em model, electron beam and em chamber operating conditions"
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	27	edx model and acquisition conditions	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	27	edx detector	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	28	edx acquisition system	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	29	dimension of the investigated area for each measurement (mm)	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	30	number of repeated measurements for each sample	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	31	electron beam scan rate	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	32	acquisition time for each measurement (sec)	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	33	spectrum range	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	34	number of channels	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	35	process time (min)	method and instrument information	edx model and acquisition conditions
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	36	data processing	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	36	notes	method and instrument information	data processing
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	37	end point determination	method and instrument information	data processing
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	0	38	results	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	38	elemental composition (atomic % ± standard deviation values)	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	38	element 1	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	39	sd	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	40	element 2	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	41	sd	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	42	element 2	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	2	43	sd	results	elemental composition (atomic % ± standard deviation values)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	0	44	sop	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composition_EDX	1	44	references to sops	sop	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	17	sample weight (mg)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	18	dissolution medium composition	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	19	dissolution medium volume (ml)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	20	"dissolution method (e.g. acid digestion, mw-assisted, etc)"	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	21	dissolution time (min)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	22	dissolution temperature (°c)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	23	element emission wavelenght (nm)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	24	anlysed elements	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	25	element calibration range	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	0	26	results	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	26	amount of element in the sample (ng/ml)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	27	rds	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	28	amount of element in the sample (ng/ml)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	29	rds	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	30	amount of element in the sample (ng/ml)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	31	rsd	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	0	32	sop	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	composizion_ICP-OES	1	32	references to sops	sop	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	17	size distribution  (as measured with other tecniques)	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	17	"dispersion protocol (ex: nanogenotox, enpra, prospect, other)"	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	19	"size distribution analyse method (ex: dls, cls, etc…)"	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	20	"dispersion medium (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	21	mass concentration  (mg/ml)	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	22	diameter  (nm)	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	23	in weight (w) or numer (n)	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	24	pdi	method and instrument information	size distribution  (as measured with other tecniques)
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	25	method description	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	25	protocol ref  = sop (ex: nanovalid mts protocol)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	26	instrument brand and model	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	27	tunning date/aquisition date	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	28	sample weight (g)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	29	dissolution medium composition	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	30	dissolution medium volume (ml)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	31	dissolution method	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	32	dissolution time (min)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	33	dissolution prgramme / max. t (°c)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	34	final volume or weight after dissolution  (ml)or ([g)	method and instrument information	method description
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	0	35	results	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	35	element 1	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	35	element 1	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	36	element 1 mass-to-charge ratio [m/z]	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	37	collision/ reaction cell	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	38	gas mode / flow [ml/min]	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	39	on mass  [om] / mass shift  [ms]	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	40	element calibration range  (μg/ml)	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	41	replicates number	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	42	concentration of the element detected (μg/ml)	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	43	concentration of element 1 in the sample  (mg element/ ml sample)	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	44	analytical uncertainty / rsd (%)	results	element1
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	45	element 1	header1	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	45	element 2	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	46	element 2 mass-to-charge ratio [m/z]	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	3	46	possibility to record several elements	INVALID	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	47	collision/ reaction cell	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	48	gas mode / flow [ml/min]	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	49	on mass  [om] / mass shift  [ms]	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	50	element calibration range  (μg/ml)	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	51	replicates number	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	52	concentration of the element detected (μg/ml)	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	53	concentration of element 1 in the sample  (mg element/ ml sample)	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	2	54	analytical uncertainty / rsd (%)	results	element 2
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	0	55	sop	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental composition_ICP-MS	1	55	references to sops	sop	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	0	17	method and instrument information	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	17	"c,h,n analyser type / model"	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	18	sample holder (crucible) composition	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	19	sample holder (crucible) shape	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	20	reaction gas composition	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	21	carrier gas (inert)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	22	combustion time (s)	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	23	furnace temperature	method and instrument information	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	0	24	results	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	24	total carbon weight content  (wt%)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	25	total hydrogen weight content  (wt%)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	26	total nitrogen weight content  (wt%)	results	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	0	27	sop	header0	
JRCTEMPLATES	PCHEM_COMPOSITIONCHEMICAL.xlsx	elemental compostion_CHN analys	1	27	references to sops	sop	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	0	0	sample information	header0	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	0	replicate number	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	3	cas number	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	4	vial number	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	5	nm supplier	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	10	reporting organisation	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	11	operator	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	12	date of preparation	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	13	date of analysis	sample information	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	0	17	speciment preparation	header0	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	17	protocol ref  = sop (ex: nanovalid mts protocol)	method and instrument information	speciment preparation
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	18	date of acquisition	method and instrument information	speciment preparation
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	0	19	method and instrument information	header0	
JRCTEMPLATES	PCHEM_CRYSTALLINEPHASE.xlsx	SAXS	1	19	source	method and instrument information	
